Year,Farm,Property_Grouping,PK_Boundary,Simplified_Boundary,Very_Simplified_Boundary,Planting_date,Treatment,Colour,Rep,Number_of_Pods,Pod_number,Seed viable,Seed inviable,Native_new_age,Type_of_farm
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,6,5,2,NA,Off-farm bare fence,Arable
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,6,6,1,NA,Off-farm bare fence,Arable
2023-2024,Leaderbrand,Leaderbrand,Native_2015,Old native,Mixed_native,2015,Closed,NA,1,6,1,1,NA,Old native,Arable
2023-2024,Leaderbrand,Leaderbrand,Native_2015,Old native,Mixed_native,2015,Closed,NA,1,6,2,1,NA,Old native,Arable
2023-2024,Leaderbrand,Leaderbrand,Native_2015,Old native,Mixed_native,2015,Closed,NA,1,6,3,1,NA,Old native,Arable
2023-2024,Leaderbrand,Leaderbrand,Native_2015,Old native,Mixed_native,2015,Closed,NA,1,6,4,1,NA,Old native,Arable
2023-2024,Leaderbrand,Leaderbrand,Native_2015,Old native,Mixed_native,2015,Closed,NA,1,6,5,4,NA,Old native,Arable
2023-2024,Leaderbrand,Leaderbrand,Native_2015,Old native,Mixed_native,2015,Closed,NA,1,6,6,7,NA,Old native,Arable
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,2,3,1,0,NA,Off-farm bare fence,Arable
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,2,3,2,0,NA,Off-farm bare fence,Arable
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,2,3,3,0,NA,Off-farm bare fence,Arable
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,3,4,1,1,NA,Off-farm bare fence,Arable
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,3,4,2,3,NA,Off-farm bare fence,Arable
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,3,4,3,6,NA,Off-farm bare fence,Arable
2023-2024,Limbrick,Limbrick,Control_farm,Control farm,Bare_fence,*,Closed,NA,3,4,4,0,NA,Off-farm bare fence,Arable
2023-2024,Leaderbrand,Leaderbrand,Native_2015,Old native,Mixed_native,2015,Closed,NA,2,2,1,0,NA,Old native,Arable
2023-2024,Leaderbrand,Leaderbrand,Native_2015,Old native,Mixed_native,2015,Closed,NA,2,2,2,0,NA,Old native,Arable
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,5,1,0,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,5,2,0,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,5,3,0,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,5,4,0,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,5,5,0,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,3,1,3,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,3,2,1,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,3,3,3,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,1,6,1,10,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,1,6,2,21,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,1,6,3,20,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,1,6,4,18,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,1,6,5,22,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,1,6,6,13,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,10,2,16,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,10,3,20,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,10,4,20,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,10,7,21,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,10,8,17,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,10,9,17,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,10,1,24,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,10,2,20,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,10,3,20,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,10,4,19,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,10,5,18,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,10,6,16,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,2,8,1,22,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,2,8,3,17,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,2,8,4,20,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,2,8,6,19,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,2,8,7,24,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Hand pollinated,NA,2,8,8,16,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,1,8,1,17,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,1,8,3,17,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,1,8,4,27,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,1,8,5,26,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,1,8,6,23,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,1,8,7,18,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,1,10,1,11,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,1,10,2,16,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,1,10,3,14,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,1,10,4,12,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,1,10,5,10,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,1,10,6,14,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,2,7,1,17,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,2,7,2,11,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,2,7,3,20,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,2,7,4,14,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,2,7,6,23,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Native_2018,Old native,Mixed_native,2018,Open,NA,2,7,7,14,NA,Old native,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,2,6,1,7,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,2,6,2,16,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,2,6,3,12,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,2,6,4,15,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,2,6,5,21,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,3,5,1,13,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,3,5,3,9,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,3,5,4,10,NA,Off-farm bare fence,Dairy
2023-2024,Lochan Mor,Lochan_Mor,Control_farm,Control farm,Bare_fence,Control_farm,Open,NA,3,5,5,8,NA,Off-farm bare fence,Dairy
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Open,NA,1,16,1,18,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Open,NA,1,16,3,16,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Open,NA,1,16,10,18,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Open,NA,1,16,12,19,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Open,NA,1,16,13,34,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Open,NA,1,16,16,18,NA,Old native,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,4,1,9,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,4,2,24,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,4,3,22,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,4,4,11,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,1,19,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,2,25,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,3,21,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,5,21,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,6,14,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,2,17,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,6,19,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,7,10,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,8,23,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,9,13,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,10,23,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,6,1,19,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,6,2,25,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,6,3,21,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,6,5,21,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,6,6,14,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,10,1,12,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,10,2,16,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,10,5,20,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,10,6,10,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,10,7,22,NA,Old native,Arable
2023-2024,Marr,Marr,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,10,9,20,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,6,1,17,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,6,2,22,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,6,3,19,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,6,4,20,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,6,5,17,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,6,6,23,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,6,1,21,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,6,2,19,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,6,3,16,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,6,4,14,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,6,5,20,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,6,6,19,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,5,1,15,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,5,2,19,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,5,3,16,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,1,5,4,20,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,2,6,1,20,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,2,6,2,14,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,2,6,3,29,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,2,6,4,12,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,2,6,5,20,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Hand pollinated,NA,2,6,6,19,NA,Old native,Arable
2023-2024,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,6,1,14,NA,Three-year old native,Arable
2023-2024,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,6,4,16,NA,Three-year old native,Arable
2023-2024,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,6,5,14,NA,Three-year old native,Arable
2023-2024,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,6,6,15,NA,Three-year old native,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,6,1,18,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,6,2,14,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,6,3,14,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,6,4,15,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,6,5,13,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,6,6,17,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,1,5,1,6,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,1,5,2,19,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,1,5,3,8,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,1,5,4,7,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,1,5,5,16,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,1,27,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,2,14,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,3,21,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,4,15,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,5,17,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,6,20,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,1,7,1,20,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,1,7,2,22,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,1,7,4,25,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,1,7,5,21,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,1,7,6,14,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,1,7,7,24,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,2,5,1,16,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,2,5,2,16,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,2,5,3,15,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,2,5,4,7,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Native_2016,Old native,Mixed_native,2016,Open,NA,2,5,5,12,NA,Old native,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,3,7,1,12,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,3,7,2,16,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,3,7,3,15,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,3,7,5,14,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,3,7,6,9,NA,Off-farm bare fence,Arable
2023-2024,Nutpoint,Nutpoint,Control_farm,Control farm,Bare_fence,*,Open,NA,3,7,7,15,NA,Off-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,6,2,17,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,6,3,6,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,6,4,12,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,6,5,14,NA,On-farm bare fence,Arable
2023-2024,Marr,Marr,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,6,6,13,NA,On-farm bare fence,Arable
2023-2024,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,10,1,18,NA,On-farm bare fence,Dairy
2023-2024,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,10,4,19,NA,On-farm bare fence,Dairy
2023-2024,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,10,5,16,NA,On-farm bare fence,Dairy
2023-2024,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,10,6,19,NA,On-farm bare fence,Dairy
2023-2024,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,10,7,24,NA,On-farm bare fence,Dairy
2023-2024,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,10,9,16,NA,On-farm bare fence,Dairy
2023-2024,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,10,10,10,NA,On-farm bare fence,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,10,3,13,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,10,4,14,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,10,5,15,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,10,6,14,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,10,7,15,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,10,8,11,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,2,3,1,22,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,2,3,2,19,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,2,3,3,18,NA,Old native,Dairy
2023-2024,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,1,20,NA,Three-year old native,Dairy
2023-2024,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,2,15,NA,Three-year old native,Dairy
2023-2024,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,3,15,NA,Three-year old native,Dairy
2023-2024,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,4,23,NA,Three-year old native,Dairy
2023-2024,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,5,24,NA,Three-year old native,Dairy
2023-2024,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,2,7,2,20,NA,Three-year old native,Dairy
2023-2024,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,2,7,3,23,NA,Three-year old native,Dairy
